Log_ID,Employee_ID,Project_ID,Date,Hours_Worked,Billable
L0638,E009,P018,03-01-2025,7,Yes
L0639,E005,P097,16-02-2025,3,No
L0640,E023,P032,22-07-2025,6,Yes
L0641,E018,P038,13-09-2025,3,Yes
L0642,E026,P012,17-03-2025,7,No
L0643,E006,P090,14-11-2025,9,No
L0644,E026,P024,25-01-2025,4,No
L0645,E034,P095,19-03-2025,3,Yes
L0646,E047,P089,05-01-2025,1,No
L0647,E018,P011,06-12-2025,1,No
L0648,E026,P004,12-06-2025,10,No
L0649,E046,P036,19-11-2025,1,No
L0650,E043,P043,19-10-2025,10,No
L0651,E011,P095,22-03-2025,9,Yes
L0652,E031,P080,10-07-2025,4,No
L0653,E046,P075,28-02-2025,5,No
L0654,E017,P018,28-05-2025,3,Yes
L0655,E025,P010,04-10-2025,2,No
L0656,E037,P044,18-06-2025,6,Yes
L0657,E041,P071,23-09-2025,5,Yes
L0658,E020,P087,28-05-2025,2,Yes
L0659,E001,P033,22-09-2025,9,No
L0660,E013,P009,05-11-2025,5,No
L0661,E042,P062,08-01-2025,2,No
L0662,E025,P073,28-12-2025,3,Yes
L0663,E013,P003,29-08-2025,2,Yes
L0664,E021,P075,14-05-2025,3,No
L0665,E039,P042,28-11-2025,10,No
L0666,E031,P057,19-06-2025,8,No
L0667,E047,P081,17-06-2025,9,No
L0668,E018,P032,19-10-2025,10,No
L0669,E040,P047,31-08-2025,4,No
L0670,E021,P047,09-02-2025,9,No
L0671,E044,P024,26-06-2025,8,Yes
L0672,E047,P046,06-03-2025,10,No
L0673,E039,P051,27-10-2025,2,No
L0674,E004,P037,23-10-2025,7,Yes
L0675,E011,P029,24-10-2025,9,Yes
L0676,E010,P090,03-12-2025,1,No
L0677,E048,P066,27-09-2025,7,No
L0678,E005,P007,07-09-2025,5,Yes
L0679,E019,P031,01-10-2025,10,Yes
L0680,E034,P036,28-06-2025,3,No
L0681,E050,P045,10-02-2025,10,No
L0682,E039,P083,09-03-2025,6,Yes
L0683,E001,P013,24-02-2025,9,Yes
L0684,E030,P089,18-04-2025,1,No
L0685,E010,P034,05-05-2025,10,Yes
L0686,E042,P070,17-12-2025,6,No
L0687,E021,P056,04-03-2025,4,Yes
L0688,E036,P044,01-05-2025,1,No
L0689,E045,P014,12-01-2025,7,No
L0690,E018,P069,04-11-2025,6,Yes
L0691,E037,P086,31-05-2025,8,Yes
L0692,E003,P003,11-07-2025,4,No
L0693,E040,P071,08-10-2025,5,No
L0694,E045,P024,28-11-2025,5,No
L0695,E007,P019,25-08-2025,10,Yes
L0696,E006,P092,06-01-2025,2,Yes
L0697,E042,P033,23-02-2025,3,No
L0698,E029,P071,29-07-2025,9,Yes
L0699,E022,P100,05-09-2025,6,No
L0700,E037,P092,23-03-2025,2,Yes
L0701,E045,P050,25-10-2025,5,Yes
L0702,E039,P046,03-01-2025,1,Yes
L0703,E002,P012,31-05-2025,10,Yes
L0704,E050,P076,15-03-2025,8,Yes
L0705,E040,P042,01-02-2025,8,Yes
L0706,E047,P025,02-05-2025,5,Yes
L0707,E027,P090,04-05-2025,5,Yes
L0708,E044,P028,14-06-2025,8,No
L0709,E002,P100,22-10-2025,1,No
L0710,E040,P029,01-05-2025,8,Yes
L0711,E035,P099,04-12-2025,1,Yes
L0712,E027,P090,13-07-2025,7,No
L0713,E045,P090,22-11-2025,2,No
L0714,E013,P095,07-03-2025,2,No
L0715,E006,P074,07-06-2025,1,No
L0716,E039,P017,06-03-2025,1,No
L0717,E002,P084,27-01-2025,10,No
L0718,E012,P005,26-08-2025,4,No
L0719,E018,P065,28-02-2025,2,No
L0720,E041,P069,28-09-2025,9,Yes
L0721,E003,P049,01-11-2025,6,No
L0722,E024,P091,17-02-2025,7,Yes
L0723,E048,P083,21-03-2025,10,No
L0724,E007,P009,02-05-2025,3,Yes
L0725,E007,P066,11-08-2025,9,Yes
L0726,E044,P057,06-11-2025,3,No
L0727,E026,P018,27-09-2025,10,No
L0728,E046,P088,28-01-2025,1,No
L0729,E024,P003,03-04-2025,6,Yes
L0730,E029,P005,04-04-2025,2,No
L0731,E023,P099,17-04-2025,1,Yes
L0732,E016,P040,20-04-2025,10,No
L0733,E024,P025,14-07-2025,5,Yes
L0734,E009,P081,08-07-2025,9,Yes
L0735,E029,P053,10-07-2025,2,Yes
L0736,E024,P076,26-09-2025,4,No
L0737,E038,P071,04-09-2025,7,No
L0738,E005,P001,22-02-2025,1,No
L0739,E014,P056,08-08-2025,9,Yes
L0740,E011,P024,21-12-2025,6,No
L0741,E044,P053,06-03-2025,1,No
L0742,E013,P041,27-05-2025,4,Yes
L0743,E035,P069,30-03-2025,4,No
L0744,E033,P042,08-04-2025,7,No
L0745,E039,P077,13-06-2025,1,No
L0746,E031,P070,22-12-2025,8,Yes
L0747,E049,P070,04-08-2025,8,No
L0748,E003,P040,07-07-2025,3,Yes
L0749,E021,P040,02-06-2025,7,Yes
L0750,E044,P033,30-04-2025,4,No
L0751,E003,P003,05-12-2025,5,Yes
L0752,E042,P078,23-01-2025,10,No
L0753,E012,P058,04-05-2025,7,Yes
L0754,E033,P012,,3,Yes
L0755,E013,P035,18-01-2025,8,Yes
L0756,E009,P047,24-03-2025,8,No
L0757,E023,P044,08-07-2025,9,Yes
L0758,E027,P021,01-10-2025,4,Yes
L0759,E046,P009,05-05-2025,9,Yes
L0760,E005,P061,04-11-2025,6,Yes
L0761,E018,P074,30-07-2025,1,No
L0762,E011,P070,04-12-2025,8,No
L0763,E016,P047,22-12-2025,9,Yes
L0764,E005,P083,13-03-2025,4,Yes
L0765,E003,P091,27-12-2025,7,No
L0766,E018,P010,31-07-2025,4,Yes
L0767,E026,P072,08-08-2025,8,Yes
L0768,E017,P003,16-05-2025,9,Yes
L0769,E047,P045,21-02-2025,2,No
L0770,E008,P014,17-12-2025,8,No
L0771,E009,P008,27-05-2025,5,Yes
L0772,E040,P015,25-12-2025,4,No
L0773,E024,P059,16-04-2025,3,No
L0774,E040,P011,22-07-2025,1,Yes
L0775,E021,P039,06-10-2025,4,No
L0776,E014,P068,25-01-2025,3,No
L0777,E022,P005,11-09-2025,4,No
L0778,E033,P032,23-06-2025,10,No
L0779,E024,P006,20-01-2025,1,Yes
L0780,E029,P011,21-01-2025,9,Yes
L0781,E029,P005,22-10-2025,5,Yes
L0782,E050,P100,14-06-2025,2,Yes
L0783,E046,P093,19-09-2025,2,No
L0784,E044,P005,10-11-2025,10,Yes
L0785,E043,P094,24-12-2025,9,Yes
L0786,E015,P091,09-11-2025,5,Yes
L0787,E042,P027,13-12-2025,10,No
L0788,E016,P037,19-01-2025,9,No
L0789,E035,P100,15-08-2025,6,No
L0790,E004,P050,23-11-2025,9,No
L0791,E029,P056,21-12-2025,10,Yes
L0792,E040,P053,31-05-2025,2,Yes
L0793,E014,P043,15-08-2025,3,No
L0794,E006,P016,13-01-2025,8,No
L0795,E037,P090,30-09-2025,6,Yes
L0796,E015,P067,31-10-2025,9,No
L0797,E014,P011,09-08-2025,3,Yes
L0798,E004,P054,22-04-2025,10,No
L0799,E008,P092,14-10-2025,3,No
L0800,E001,P056,05-04-2025,7,Yes
L0801,E040,P010,09-12-2025,6,No
L0802,E019,P046,03-02-2025,8,Yes
L0803,E014,P023,01-03-2025,1,Yes
L0804,E020,P044,04-08-2025,1,No
L0805,E005,P008,26-09-2025,4,Yes
L0806,E041,P027,12-02-2025,6,No
L0807,E044,P060,22-04-2025,10,Yes
L0808,E027,P022,23-04-2025,3,No
L0809,E048,P080,17-05-2025,7,No
L0810,E028,P018,22-02-2025,6,No
L0811,E028,P044,10-08-2025,1,Yes
L0812,E035,P022,09-09-2025,8,No
L0813,E014,P097,12-05-2025,1,Yes
L0814,E022,P031,25-02-2025,2,Yes
L0815,E002,P003,21-01-2025,4,No
L0816,E006,P014,13-01-2025,9,No
L0817,E020,P092,06-04-2025,3,Yes
L0818,E038,P008,11-08-2025,9,Yes
L0819,E006,P061,19-02-2025,8,Yes
L0820,E049,P049,10-08-2025,5,No
L0821,E027,P093,30-09-2025,4,Yes
L0822,E049,P096,14-08-2025,6,Yes
L0823,E005,P017,20-10-2025,7,No
L0824,E030,P026,20-09-2025,7,Yes
L0825,E043,P035,04-12-2025,3,Yes
L0826,E032,P067,13-04-2025,7,No
L0827,E039,P005,02-05-2025,2,No
L0828,E029,P010,31-03-2025,10,No
L0829,E006,P004,28-11-2025,9,No
L0830,E015,P052,16-11-2025,2,Yes
L0831,E036,P053,23-09-2025,2,Yes
L0832,E026,P092,19-10-2025,4,Yes
L0833,E049,P064,15-07-2025,7,Yes
L0834,E048,P042,25-05-2025,1,No
L0835,E047,P006,20-11-2025,6,Yes
L0836,E004,P038,03-01-2025,1,Yes
L0837,E023,P023,25-12-2025,3,Yes
L0838,E027,P072,18-02-2025,7,Yes
L0839,E025,P099,11-06-2025,9,No
L0840,E044,P074,11-11-2025,1,No
L0841,E024,P099,25-04-2025,10,Yes
L0842,E031,P069,12-03-2025,8,No
L0843,E010,P095,03-01-2025,8,No
L0844,E027,P076,03-02-2025,6,No
L0845,E045,P075,17-09-2025,4,No
L0846,E044,P066,21-04-2025,8,No
L0847,E011,P044,16-12-2025,1,Yes
L0848,E050,P028,17-09-2025,3,No
L0849,E003,P048,14-08-2025,8,Yes
L0850,E038,P051,28-03-2025,4,Yes
L0851,E048,P086,27-03-2025,4,Yes
L0852,E006,P100,12-05-2025,1,No
L0853,E026,P039,04-09-2025,2,Yes
L0854,E046,P034,23-06-2025,2,Yes
L0855,E024,P073,19-05-2025,6,No
L0856,E015,P064,17-02-2025,2,No
L0857,E024,P079,14-11-2025,3,No
L0858,E005,P005,23-12-2025,10,No
L0859,E024,P013,05-10-2025,5,No
L0860,E027,P001,27-11-2025,2,Yes
L0861,E004,P011,31-03-2025,9,Yes
L0862,E030,P061,26-09-2025,3,Yes
L0863,E018,P002,06-05-2025,5,Yes
L0864,E001,P064,29-12-2025,7,No
L0865,E036,P073,22-07-2025,5,No
L0866,E019,P087,03-08-2025,3,Yes
L0867,E039,P050,15-04-2025,6,Yes
L0868,E041,P017,19-05-2025,3,No
L0869,E045,P030,19-01-2025,2,Yes
L0870,E010,P002,03-11-2025,2,Yes
L0871,E012,P092,06-01-2025,5,Yes
L0872,E046,P038,16-04-2025,5,Yes
L0873,E031,P031,07-11-2025,8,No
L0874,E020,P084,25-11-2025,2,Yes
L0875,E038,P059,24-10-2025,10,No
L0876,E039,P042,30-06-2025,3,Yes
L0877,E046,P094,23-03-2025,10,Yes
L0878,E022,P073,14-03-2025,8,Yes
L0879,E009,P043,19-06-2025,5,No
L0880,E023,P008,31-05-2025,4,No
L0881,E034,P058,10-04-2025,7,Yes
L0882,E023,P021,20-08-2025,3,No
L0883,E048,P067,27-10-2025,3,Yes
L0884,E021,P018,03-07-2025,4,Yes
L0885,E005,P086,02-03-2025,2,No
L0886,E032,P051,27-08-2025,2,No
L0887,E002,P055,10-05-2025,1,No
L0888,E022,P022,28-09-2025,9,Yes
L0889,E042,P058,23-03-2025,8,Yes
L0890,E004,P046,01-02-2025,3,Yes
L0891,E024,P017,26-12-2025,9,No
L0892,E042,P036,19-03-2025,3,No
L0893,E021,P032,23-08-2025,1,No
L0894,E042,P013,26-02-2025,10,Yes
L0895,E016,P011,03-09-2025,4,Yes
L0896,E010,P004,12-02-2025,4,Yes
L0897,E008,P057,12-09-2025,6,Yes
L0898,E025,P069,13-06-2025,2,Yes
L0899,E018,P090,12-10-2025,7,No
L0900,E044,P083,20-09-2025,5,No
L0901,E008,P051,13-08-2025,1,Yes
L0902,E014,P072,09-07-2025,9,No
L0903,E020,P042,26-06-2025,6,Yes
L0904,E014,P083,17-06-2025,10,No
L0905,E025,P036,10-12-2025,3,No
L0906,E001,P098,24-02-2025,6,No
L0907,E029,P092,13-08-2025,2,No
L0908,E028,P042,16-02-2025,1,Yes
L0909,E019,P088,04-10-2025,10,Yes
L0910,E008,P085,30-01-2025,2,Yes
L0911,E026,P061,03-11-2025,8,No
L0912,E007,P078,26-10-2025,4,Yes
L0913,E044,P005,23-03-2025,9,Yes
L0914,E008,P055,03-01-2025,3,No
L0915,E018,P054,05-05-2025,4,Yes
L0916,E043,P097,02-01-2025,3,Yes
L0917,E019,P041,06-12-2025,6,Yes
L0918,E038,P087,18-07-2025,4,No
L0919,E036,P085,31-08-2025,1,Yes
L0920,E015,P014,23-10-2025,3,No
L0921,E041,P052,28-09-2025,3,No
L0922,E027,P051,02-07-2025,1,No
L0923,E020,P007,03-11-2025,5,No
L0924,E024,P010,14-04-2025,6,Yes
L0925,E039,P031,01-01-2025,4,Yes
L0926,E049,P033,26-05-2025,5,Yes
L0927,E002,P078,16-04-2025,1,Yes
L0928,E021,P006,28-11-2025,1,No
L0929,E016,P064,22-04-2025,1,No
L0930,E027,P018,23-05-2025,1,No
L0931,E050,P074,15-12-2025,5,Yes
L0932,E007,P053,15-07-2025,10,No
L0933,E007,P056,28-11-2025,5,Yes
L0934,E047,P026,27-08-2025,2,Yes
L0935,E011,P087,12-10-2025,10,No
L0936,E027,P006,03-02-2025,5,No
L0937,E005,P085,04-11-2025,3,No
L0938,E003,P017,18-04-2025,4,Yes
L0939,E010,P049,28-12-2025,10,No
L0940,E031,P029,05-01-2025,3,No
L0941,E036,P026,14-10-2025,6,Yes
L0942,E038,P065,25-10-2025,2,Yes
L0943,E049,P077,25-11-2025,1,Yes
L0944,E019,P006,06-03-2025,5,Yes
L0945,E015,P032,23-07-2025,3,Yes
L0946,E008,P054,17-02-2025,2,No
L0947,E003,P023,16-10-2025,7,No
L0948,E022,P086,20-11-2025,5,Yes
L0949,E030,P024,03-03-2025,7,Yes
L0950,E046,P019,29-07-2025,5,No
L0951,E033,P044,10-10-2025,7,No
L0952,E005,P036,03-07-2025,5,Yes
L0953,E024,P022,24-01-2025,7,Yes
L0954,E027,P031,04-03-2025,5,Yes
L0955,E026,P077,09-09-2025,1,Yes
L0956,E042,P002,14-07-2025,4,Yes
L0957,E019,P032,08-10-2025,7,No
L0958,E041,P097,28-04-2025,6,Yes
L0959,E022,P032,10-02-2025,10,Yes
L0960,E006,P043,29-09-2025,9,Yes
L0961,E043,P019,25-07-2025,1,No
L0962,E010,P031,24-09-2025,6,No
L0963,E020,P030,05-01-2025,2,No
L0964,E008,P057,20-10-2025,9,No
L0965,E029,P013,05-12-2025,6,No
L0966,E026,P060,14-11-2025,6,Yes
L0967,E047,P006,14-01-2025,9,Yes
L0968,E007,P043,06-02-2025,7,Yes
L0969,E026,P053,30-11-2025,9,No
L0970,E037,P050,14-10-2025,10,Yes
L0971,E043,P079,29-10-2025,7,No
L0972,E031,P067,30-09-2025,2,No
L0973,E003,P036,19-09-2025,10,Yes
L0974,E019,P006,28-05-2025,2,Yes
L0975,E029,P002,19-05-2025,6,No
L0976,E039,P057,17-06-2025,6,Yes
L0977,E037,P016,25-02-2025,9,Yes
L0978,E025,P029,29-03-2025,4,Yes
L0979,E011,P041,27-01-2025,2,Yes
L0980,E041,P019,20-07-2025,4,No
L0981,E004,P093,29-09-2025,10,Yes
L0982,E050,P025,04-12-2025,8,No
L0983,E030,P094,22-10-2025,5,Yes
L0984,E026,P007,08-09-2025,10,No
L0985,E009,P027,18-07-2025,7,No
L0986,E037,P066,30-07-2025,9,Yes
L0987,E043,P003,21-02-2025,2,No
L0988,E008,P086,02-03-2025,9,Yes
L0989,E009,P087,04-02-2025,10,Yes
L0990,E011,P009,12-05-2025,4,Yes
L0991,E007,P022,22-09-2025,4,No
L0992,E016,P043,23-10-2025,8,Yes
L0993,E002,P047,24-05-2025,6,No
L0994,E044,P016,04-07-2025,3,Yes
L0995,E016,P055,12-09-2025,9,No
L0996,E014,P012,19-10-2025,1,No
L0997,E017,P030,21-06-2025,1,Yes
L0998,E033,P063,30-09-2025,1,Yes
L0999,E046,P061,13-07-2025,10,Yes
L1000,E009,P075,09-07-2025,10,Yes
L1001,E048,P094,28-10-2025,8,Yes
L1002,E046,P020,08-09-2025,1,No
L1003,E026,P062,14-08-2025,4,Yes
L1004,E043,P096,05-08-2025,5,Yes
L1005,E013,P006,02-11-2025,6,Yes
L1006,E017,P030,20-04-2025,9,No
L1007,E008,P034,19-03-2025,8,Yes
L1008,E024,P020,20-01-2025,4,No
L1009,E041,P045,01-02-2025,10,Yes
L1010,E005,P078,14-01-2025,6,No
L1011,E038,P019,17-11-2025,8,Yes
L1012,E021,P070,26-11-2025,4,Yes
L1013,E011,P093,17-10-2025,4,No
L1014,E021,P080,13-10-2025,5,Yes
L1015,E041,P012,27-12-2025,10,No
L1016,E033,P043,27-03-2025,8,Yes
L1017,E040,P071,28-06-2025,4,Yes
L1018,E003,P098,14-10-2025,3,No
L1019,E048,P074,11-05-2025,4,Yes
L1020,E019,P015,27-08-2025,3,No
L1021,E002,P049,15-02-2025,10,No
L1022,E007,P091,05-05-2025,6,Yes
L1023,E022,P014,05-06-2025,6,No
L1024,E020,P011,09-11-2025,10,Yes
L1025,E035,P062,26-05-2025,7,No
L1026,E027,P014,17-08-2025,1,Yes
L1027,E048,P029,11-12-2025,6,No
L1028,E018,P068,30-08-2025,1,Yes
L1029,E036,P033,07-10-2025,2,Yes
L1030,E023,P001,17-05-2025,10,No
L1031,E016,P012,12-05-2025,9,No
L1032,E044,P001,04-07-2025,4,Yes
L1033,E033,P048,02-12-2025,2,No
L1034,E040,P041,30-04-2025,4,No
L1035,E038,P061,09-01-2025,6,Yes
L1036,E007,P051,11-05-2025,8,No
L1037,E008,P043,20-09-2025,4,No
L1038,E009,P057,20-12-2025,7,No
L1039,E020,P056,07-07-2025,9,No
L1040,E009,P085,10-02-2025,6,No
L1041,E035,P005,02-05-2025,4,No
L1042,E040,P066,08-12-2025,5,Yes
L1043,E012,P024,05-10-2025,10,No
L1044,E042,P010,23-05-2025,8,No
L1045,E030,P057,25-10-2025,5,No
L1046,E012,P060,18-12-2025,6,Yes
L1047,E039,P064,10-01-2025,4,Yes
L1048,E039,P014,11-12-2025,4,Yes
L1049,E014,P098,28-05-2025,8,Yes
L1050,E001,P005,22-09-2025,5,Yes
L1051,E032,P084,14-08-2025,6,No
L1052,E037,P056,29-01-2025,9,No
L1053,E001,P022,11-08-2025,3,No
L1054,E037,P100,08-07-2025,7,No
L1055,E012,P009,06-04-2025,3,No
L1056,E026,P072,02-02-2025,4,No
L1057,E023,P055,05-05-2025,1,Yes
L1058,E022,P069,01-12-2025,10,No
L1059,E027,P015,08-08-2025,2,No
L1060,E042,P057,09-12-2025,8,No
L1061,E008,P044,30-10-2025,4,No
L1062,E048,P029,06-09-2025,6,Yes
L1063,E035,P061,17-01-2025,2,Yes
L1064,E046,P085,03-11-2025,9,No
L1065,E039,P007,25-11-2025,10,Yes
L1066,E046,P065,09-03-2025,8,Yes
L1067,E041,P020,08-06-2025,3,Yes
L1068,E035,P087,23-01-2025,3,Yes
L1069,E046,P032,10-10-2025,10,Yes
L1070,E038,P090,15-11-2025,3,Yes
L1071,E027,P074,09-07-2025,2,Yes
L1072,E002,P016,01-08-2025,1,No
L1073,E022,P054,23-04-2025,4,Yes
L1074,E027,P060,20-04-2025,8,Yes
L1075,E042,P025,09-11-2025,5,Yes
L1076,E020,P068,10-03-2025,3,No
L1077,E008,P002,08-08-2025,7,Yes
L1078,E039,P049,13-10-2025,5,No
L1079,E033,P100,04-01-2025,2,No
L1080,E048,P012,24-08-2025,6,No
L1081,E013,P088,18-08-2025,7,No
L1082,E006,P022,18-06-2025,8,Yes
L1083,E041,P022,26-08-2025,10,No
L1084,E048,P057,27-10-2025,2,Yes
L1085,E046,P073,11-08-2025,4,No
L1086,E017,P094,05-08-2025,6,Yes
L1087,E017,P071,02-01-2025,9,No
L1088,E025,P069,01-01-2026,9,No
L1089,E043,P040,10-09-2025,1,Yes
L1090,E038,P058,04-01-2025,5,Yes
L1091,E015,P001,24-10-2025,2,No
L1092,E031,P066,27-05-2025,4,No
L1093,E034,P056,15-08-2025,2,Yes
L1094,E030,P040,29-01-2025,7,Yes
L1095,E018,P007,15-03-2025,4,No
L1096,E014,P060,11-09-2025,4,Yes
L1097,E019,P094,09-04-2025,2,No
L1098,E034,P096,02-11-2025,10,No
L1099,E028,P052,13-07-2025,9,No
L1100,E043,P076,07-06-2025,2,No
L1101,E001,P083,07-04-2025,10,Yes
L1102,E030,P080,21-04-2025,6,No
L1103,E026,P032,29-09-2025,7,No
L1104,E028,P010,27-08-2025,8,Yes
L1105,E038,P068,03-08-2025,7,No
L1106,E043,P096,03-06-2025,4,No
L1107,E001,P085,27-12-2025,10,Yes
L1108,E016,P087,25-07-2025,3,No
L1109,E049,P023,02-10-2025,8,No
L1110,E008,P100,31-08-2025,6,Yes
L1111,E010,P089,29-04-2025,1,Yes
L1112,E012,P008,02-05-2025,8,Yes
L1113,E050,P052,01-04-2025,5,No
L1114,E028,P043,06-04-2025,3,Yes
L1115,E040,P059,23-06-2025,6,No
L1116,E009,P025,08-02-2025,2,Yes
L1117,E009,P096,22-05-2025,5,No
L1118,E016,P055,15-01-2025,6,No
L1119,E030,P012,22-05-2025,8,Yes
L1120,E038,P055,15-03-2025,7,Yes
L1121,E037,P056,28-02-2025,6,No
L1122,E031,P030,01-03-2025,1,No
L1123,E042,P011,16-07-2025,3,No
L1124,E042,P076,07-08-2025,8,No
L1125,E049,P047,28-09-2025,1,Yes
L1126,E019,P097,26-01-2025,2,Yes
L1127,E014,P010,20-12-2025,1,No
L1128,E010,P058,02-01-2025,8,No
L1129,E016,P067,23-02-2025,8,No
L1130,E009,P032,24-01-2025,4,No
L1131,E016,P086,29-12-2025,7,Yes
L1132,E047,P031,17-08-2025,1,Yes
L1133,E040,P047,09-12-2025,6,No
L1134,E032,P026,05-01-2025,3,No
L1135,E005,P020,14-06-2025,1,No
L1136,E030,P022,12-07-2025,10,No
L1137,E001,P023,13-12-2025,1,Yes
L1138,E009,P056,04-03-2025,6,No
L1139,E008,P099,23-07-2025,4,No
L1140,E032,P037,20-12-2025,8,Yes
L1141,E015,P051,18-05-2025,5,Yes
L1142,E034,P045,10-02-2025,1,No
L1143,E001,P083,25-03-2025,6,Yes
L1144,E036,P002,27-09-2025,8,No
L1145,E023,P085,23-06-2025,8,Yes
L1146,E003,P033,29-11-2025,1,Yes
L1147,E047,P012,28-06-2025,3,No
L1148,E016,P036,22-09-2025,9,No
L1149,E007,P008,16-02-2025,3,No
L1150,E008,P074,25-10-2025,10,No
L1151,E007,P051,25-06-2025,7,Yes
L1152,E046,P007,26-09-2025,9,Yes
L1153,E024,P011,31-01-2025,5,No
L1154,E015,P058,18-09-2025,10,Yes
L1155,E025,P094,13-04-2025,6,Yes
L1156,E017,P077,06-01-2025,4,No
L1157,E035,P017,14-11-2025,1,No
L1158,E025,P007,16-12-2025,5,No
L1159,E037,P065,15-10-2025,9,Yes
L1160,E047,P054,06-04-2025,10,Yes
L1161,E032,P090,11-02-2025,4,Yes
L1162,E021,P065,01-10-2025,5,No
L1163,E035,P018,14-10-2025,2,No
L1164,E024,P066,24-01-2025,4,No
L1165,E038,P047,28-04-2025,4,Yes
L1166,E011,P062,02-03-2025,5,No
L1167,E043,P004,08-09-2025,7,Yes
L1168,E021,P056,29-11-2025,1,Yes
L1169,E050,P030,13-11-2025,3,No
L1170,E036,P089,28-04-2025,4,No
L1171,E023,P096,09-11-2025,10,Yes
L1172,E016,P023,08-11-2025,2,Yes
L1173,E029,P033,08-02-2025,5,Yes
L1174,E039,P085,04-03-2025,9,No
L1175,E027,P074,11-02-2025,6,Yes
L1176,E047,P066,14-10-2025,4,Yes
L1177,E004,P099,31-01-2025,8,No
L1178,E010,P043,10-04-2025,2,No
L1179,E047,P015,07-10-2025,5,Yes
L1180,E031,P082,22-03-2025,1,Yes
L1181,E042,P045,22-04-2025,2,No
L1182,E015,P073,15-10-2025,2,No
L1183,E034,P032,26-02-2025,10,Yes
L1184,E044,P070,02-03-2025,1,No
L1185,E026,P062,31-08-2025,2,Yes
L1186,E014,P034,24-09-2025,8,Yes
L1187,E037,P045,23-04-2025,7,No
L1188,E045,P082,19-08-2025,6,Yes
L1189,E042,P030,15-07-2025,2,No
L1190,E040,P076,20-10-2025,3,Yes
L1191,E039,P083,30-09-2025,7,Yes
L1192,E025,P024,19-05-2025,2,Yes
L1193,E041,P057,13-04-2025,8,Yes
L1194,E003,P056,02-10-2025,7,No
L1195,E005,P017,01-07-2025,1,Yes
L1196,E021,P003,09-12-2025,4,No
L1197,E023,P025,19-10-2025,9,Yes
L1198,E011,P024,27-01-2025,4,Yes
L1199,E010,P015,04-10-2025,3,No
L1200,E026,P022,10-08-2025,9,No
L1201,E041,P099,09-12-2025,5,Yes
L1202,E018,P066,11-12-2025,6,No
L1203,E018,P041,19-09-2025,8,No
L1204,E049,P088,23-09-2025,7,No
L1205,E050,P019,05-07-2025,2,Yes
L1206,E004,P093,19-08-2025,10,Yes
L1207,E012,P054,05-08-2025,6,Yes
L1208,E020,P085,21-02-2025,1,No
L1209,E002,P061,19-04-2025,10,No
L1210,E046,P030,05-07-2025,1,No
L1211,E007,P059,29-11-2025,4,Yes
L1212,E015,P051,01-01-2025,1,Yes
L1213,E043,P005,15-04-2025,6,No
L1214,E025,P055,30-03-2025,4,Yes
L1215,E029,P054,26-03-2025,6,No
L1216,E014,P027,02-03-2025,7,No
L1217,E008,P050,21-07-2025,9,Yes
L1218,E049,P013,23-12-2025,5,No
L1219,E031,P010,22-03-2025,9,Yes
L1220,E042,P014,16-08-2025,8,No
L1221,E008,P024,28-02-2025,5,No
L1222,E006,P079,23-07-2025,10,No
L1223,E037,P048,02-01-2025,2,No
L1224,E006,P020,19-10-2025,4,No
L1225,E046,P094,18-12-2025,6,No
L1226,E039,P006,14-11-2025,10,Yes
L1227,E035,P086,21-02-2025,1,Yes
L1228,E045,P028,01-03-2025,5,No
L1229,E050,P018,27-06-2025,6,Yes
L1230,E026,P085,21-02-2025,4,No
L1231,E050,P093,28-03-2025,9,Yes
L1232,E046,P069,22-03-2025,9,Yes
L1233,E043,P063,19-07-2025,3,Yes
L1234,E031,P084,01-02-2025,7,No
L1235,E047,P067,15-10-2025,4,Yes
L1236,E002,P058,27-12-2025,5,No
L1237,E013,P008,14-04-2025,3,Yes
L1238,E027,P040,09-04-2025,10,No
L1239,E035,P026,02-04-2025,1,Yes
L1240,E024,P086,26-01-2025,8,No
L1241,E039,P050,29-10-2025,3,No
L1242,E022,P065,14-09-2025,10,No
L1243,E019,P046,25-08-2025,10,Yes
L1244,E040,P034,21-09-2025,1,No
L1245,E006,P027,05-04-2025,9,Yes
L1246,E016,P008,06-11-2025,4,Yes
L1247,E003,P040,16-01-2025,8,No
L1248,E031,P037,02-01-2025,9,Yes
L1249,E043,P081,27-06-2025,7,No
L1250,E018,P014,02-06-2025,7,No
L1251,E019,P009,25-12-2025,3,No
L1252,E023,P085,19-10-2025,1,Yes
L1253,E010,P099,06-09-2025,1,Yes
L1254,E039,P088,27-02-2025,9,No
L1255,E031,P091,09-12-2025,9,Yes
L1256,E028,P023,31-12-2025,6,No
L1257,E043,P069,10-06-2025,10,Yes
L1258,E031,P023,21-07-2025,9,No
L1259,E043,P006,21-09-2025,8,No
L1260,E034,P047,29-05-2025,9,Yes
L1261,E034,P051,27-06-2025,8,No
L1262,E036,P014,03-11-2025,3,No
L1263,E032,P035,31-03-2025,10,Yes
L1264,E001,P093,16-07-2025,3,No
L1265,E021,P005,17-06-2025,5,No
L1266,E049,P026,02-04-2025,8,No
L1267,E016,P008,03-07-2025,8,Yes
L1268,E015,P083,24-01-2025,9,Yes
L1269,E022,P099,26-12-2025,8,Yes
L1270,E017,P082,17-08-2025,8,No
L1271,E012,P093,30-01-2025,6,No
L1272,E021,P083,09-01-2025,2,No
