Log_ID,Employee_ID,Project_ID,Date,Hours_Worked,Billable
L0677,E048,P066,2025-09-27,7.0,No
L0678,E005,P007,2025-09-07,5.0,Yes
L0679,E019,P031,2025-10-01,10.0,Yes
L0680,E034,P036,2025-06-28,3.0,No
L0681,E050,P045,2025-02-10,10.0,No
L0682,E039,P083,2025-03-09,6.0,Yes
L0683,E001,P013,2025-02-24,9.0,Yes
L0684,E030,P089,2025-04-18,1.0,No
L0686,E042,P070,2025-12-17,6.0,No
L0687,E021,P056,2025-03-04,4.0,Yes
L0688,E036,P044,2025-05-01,1.0,No
L0689,E045,P014,2025-01-12,7.0,No
L0690,E018,P069,2025-11-04,6.0,Yes
L0691,E037,P086,2025-05-31,8.0,Yes
L0692,E003,P003,2025-07-11,4.0,No
L0693,E040,P071,2025-10-08,5.0,No
L0694,E045,P024,2025-11-28,5.0,No
L0695,E007,P019,2025-08-25,10.0,Yes
L0696,E006,P092,2025-01-06,2.0,Yes
L0697,E042,P033,2025-02-23,3.0,No
L0698,E029,P071,2025-07-29,9.0,Yes
L0700,E037,P092,2025-03-23,2.0,Yes
L0701,E045,P050,2025-10-25,5.0,Yes
L0702,E039,P046,2025-01-03,1.0,Yes
L0703,E002,P012,2025-05-31,10.0,Yes
L0704,E050,P076,2025-03-15,8.0,Yes
L0705,E040,P042,2025-02-01,8.0,Yes
L0706,E047,P025,2025-05-02,5.0,Yes
L0707,E027,P090,2025-05-04,5.0,Yes
L0708,E044,P028,2025-06-14,8.0,No
L0709,E002,P100,2025-10-22,1.0,No
L0711,E035,P099,2025-12-04,1.0,Yes
L0712,E027,P090,2025-07-13,7.0,No
L0713,E045,P090,2025-11-22,2.0,No
L0714,E013,P095,2025-03-07,2.0,No
L0715,E006,P074,2025-06-07,1.0,No
L0716,E039,P017,2025-03-06,1.0,No
L0717,E002,P084,2025-01-27,10.0,No
L0719,E018,P065,2025-02-28,2.0,No
L0720,E041,P069,2025-09-28,9.0,Yes
L0722,E024,P091,2025-02-17,7.0,Yes
L0723,E048,P083,2025-03-21,10.0,No
L0724,E007,P009,2025-05-02,3.0,Yes
L0725,E007,P066,2025-08-11,9.0,Yes
L0726,E044,P057,2025-11-06,3.0,No
L0727,E026,P018,2025-09-27,10.0,No
L0728,E046,P088,2025-01-28,1.0,No
L0729,E024,P003,2025-04-03,6.0,Yes
L0730,E029,P005,2025-04-04,2.0,No
L0731,E023,P099,2025-04-17,1.0,Yes
L0732,E016,P040,2025-04-20,10.0,No
L0733,E024,P025,2025-07-14,5.0,Yes
L0734,E009,P081,2025-07-08,9.0,Yes
L0735,E029,P053,2025-07-10,2.0,Yes
L0736,E024,P076,2025-09-26,4.0,No
L0737,E038,P071,2025-09-04,7.0,No
L0738,E005,P001,2025-02-22,1.0,No
L0739,E014,P056,2025-08-08,9.0,Yes
L0740,E011,P024,2025-12-21,6.0,No
L0741,E044,P053,2025-03-06,1.0,No
L0742,E013,P041,2025-05-27,4.0,Yes
L0743,E035,P069,2025-03-30,4.0,No
L0744,E033,P042,2025-04-08,7.0,No
L0745,E039,P077,2025-06-13,1.0,No
L0746,E031,P070,2025-12-22,8.0,Yes
L0747,E049,P070,2025-08-04,8.0,No
L0748,E003,P040,2025-07-07,3.0,Yes
L0749,E021,P040,2025-06-02,7.0,Yes
L0750,E044,P033,2025-04-30,4.0,No
L0751,E003,P003,2025-12-05,5.0,Yes
L0752,E042,P078,2025-01-23,10.0,No
L0755,E013,P035,2025-01-18,8.0,Yes
L0756,E009,P047,2025-03-24,8.0,No
L0757,E023,P044,2025-07-08,9.0,Yes
L0758,E027,P021,2025-10-01,4.0,Yes
L0759,E046,P009,2025-05-05,9.0,Yes
L0760,E005,P061,2025-11-04,6.0,Yes
L0761,E018,P074,2025-07-30,1.0,No
L0762,E011,P070,2025-12-04,8.0,No
L0763,E016,P047,2025-12-22,9.0,Yes
L0764,E005,P083,2025-03-13,4.0,Yes
L0765,E003,P091,2025-12-27,7.0,No
L0766,E018,P010,2025-07-31,4.0,Yes
L0767,E026,P072,2025-08-08,8.0,Yes
L0769,E047,P045,2025-02-21,2.0,No
L0770,E008,P014,2025-12-17,8.0,No
L0771,E009,P008,2025-05-27,5.0,Yes
L0772,E040,P015,2025-12-25,4.0,No
L0773,E024,P059,2025-04-16,3.0,No
L0774,E040,P011,2025-07-22,1.0,Yes
L0776,E014,P068,2025-01-25,3.0,No
L0778,E033,P032,2025-06-23,10.0,No
L0779,E024,P006,2025-01-20,1.0,Yes
L0780,E029,P011,2025-01-21,9.0,Yes
L0781,E029,P005,2025-10-22,5.0,Yes
L0782,E050,P100,2025-06-14,2.0,Yes
L0783,E046,P093,2025-09-19,2.0,No
L0784,E044,P005,2025-11-10,10.0,Yes
L0785,E043,P094,2025-12-24,9.0,Yes
L0786,E015,P091,2025-11-09,5.0,Yes
L0787,E042,P027,2025-12-13,10.0,No
L0788,E016,P037,2025-01-19,9.0,No
L0789,E035,P100,2025-08-15,6.0,No
L0790,E004,P050,2025-11-23,9.0,No
L0791,E029,P056,2025-12-21,10.0,Yes
L0792,E040,P053,2025-05-31,2.0,Yes
L0793,E014,P043,2025-08-15,3.0,No
L0794,E006,P016,2025-01-13,8.0,No
L0795,E037,P090,2025-09-30,6.0,Yes
L0796,E015,P067,2025-10-31,9.0,No
L0797,E014,P011,2025-08-09,3.0,Yes
L0798,E004,P054,2025-04-22,10.0,No
L0799,E008,P092,2025-10-14,3.0,No
L0800,E001,P056,2025-04-05,7.0,Yes
L0801,E040,P010,2025-12-09,6.0,No
L0802,E019,P046,2025-02-03,8.0,Yes
L0804,E020,P044,2025-08-04,1.0,No
L0805,E005,P008,2025-09-26,4.0,Yes
L0806,E041,P027,2025-02-12,6.0,No
L0807,E044,P060,2025-04-22,10.0,Yes
L0808,E027,P022,2025-04-23,3.0,No
L0809,E048,P080,2025-05-17,7.0,No
L0810,E028,P018,2025-02-22,6.0,No
L0811,E028,P044,2025-08-10,1.0,Yes
L0812,E035,P022,2025-09-09,8.0,No
L0813,E014,P097,2025-05-12,1.0,Yes
L0815,E002,P003,2025-01-21,4.0,No
L0816,E006,P014,2025-01-13,9.0,No
L0817,E020,P092,2025-04-06,3.0,Yes
L0818,E038,P008,2025-08-11,9.0,Yes
L0819,E006,P061,2025-02-19,8.0,Yes
L0821,E027,P093,2025-09-30,4.0,Yes
L0822,E049,P096,2025-08-14,6.0,Yes
L0823,E005,P017,2025-10-20,7.0,No
L0824,E030,P026,2025-09-20,7.0,Yes
L0825,E043,P035,2025-12-04,3.0,Yes
L0826,E032,P067,2025-04-13,7.0,No
L0827,E039,P005,2025-05-02,2.0,No
L0828,E029,P010,2025-03-31,10.0,No
L0829,E006,P004,2025-11-28,9.0,No
L0830,E015,P052,2025-11-16,2.0,Yes
L0831,E036,P053,2025-09-23,2.0,Yes
L0832,E026,P092,2025-10-19,4.0,Yes
L0833,E049,P064,2025-07-15,7.0,Yes
L0834,E048,P042,2025-05-25,1.0,No
L0835,E047,P006,2025-11-20,6.0,Yes
L0836,E004,P038,2025-01-03,1.0,Yes
L0838,E027,P072,2025-02-18,7.0,Yes
L0839,E025,P099,2025-06-11,9.0,No
L0840,E044,P074,2025-11-11,1.0,No
L0841,E024,P099,2025-04-25,10.0,Yes
L0842,E031,P069,2025-03-12,8.0,No
L0844,E027,P076,2025-02-03,6.0,No
L0845,E045,P075,2025-09-17,4.0,No
L0846,E044,P066,2025-04-21,8.0,No
L0847,E011,P044,2025-12-16,1.0,Yes
L0848,E050,P028,2025-09-17,3.0,No
L0849,E003,P048,2025-08-14,8.0,Yes
L0850,E038,P051,2025-03-28,4.0,Yes
L0851,E048,P086,2025-03-27,4.0,Yes
L0852,E006,P100,2025-05-12,1.0,No
L0854,E046,P034,2025-06-23,2.0,Yes
L0855,E024,P073,2025-05-19,6.0,No
L0856,E015,P064,2025-02-17,2.0,No
L0857,E024,P079,2025-11-14,3.0,No
L0858,E005,P005,2025-12-23,10.0,No
L0859,E024,P013,2025-10-05,5.0,No
L0860,E027,P001,2025-11-27,2.0,Yes
L0861,E004,P011,2025-03-31,9.0,Yes
L0862,E030,P061,2025-09-26,3.0,Yes
L0863,E018,P002,2025-05-06,5.0,Yes
L0864,E001,P064,2025-12-29,7.0,No
L0865,E036,P073,2025-07-22,5.0,No
L0866,E019,P087,2025-08-03,3.0,Yes
L0867,E039,P050,2025-04-15,6.0,Yes
L0868,E041,P017,2025-05-19,3.0,No
L0869,E045,P030,2025-01-19,2.0,Yes
L0872,E046,P038,2025-04-16,5.0,Yes
L0873,E031,P031,2025-11-07,8.0,No
L0874,E020,P084,2025-11-25,2.0,Yes
L0875,E038,P059,2025-10-24,10.0,No
L0876,E039,P042,2025-06-30,3.0,Yes
L0877,E046,P094,2025-03-23,10.0,Yes
L0879,E009,P043,2025-06-19,5.0,No
L0880,E023,P008,2025-05-31,4.0,No
L0881,E034,P058,2025-04-10,7.0,Yes
L0882,E023,P021,2025-08-20,3.0,No
L0883,E048,P067,2025-10-27,3.0,Yes
L0884,E021,P018,2025-07-03,4.0,Yes
L0885,E005,P086,2025-03-02,2.0,No
L0886,E032,P051,2025-08-27,2.0,No
L0887,E002,P055,2025-05-10,1.0,No
L0889,E042,P058,2025-03-23,8.0,Yes
L0890,E004,P046,2025-02-01,3.0,Yes
L0891,E024,P017,2025-12-26,9.0,No
L0892,E042,P036,2025-03-19,3.0,No
L0893,E021,P032,2025-08-23,1.0,No
L0894,E042,P013,2025-02-26,10.0,Yes
L0895,E016,P011,2025-09-03,4.0,Yes
L0897,E008,P057,2025-09-12,6.0,Yes
L0898,E025,P069,2025-06-13,2.0,Yes
L0899,E018,P090,2025-10-12,7.0,No
L0900,E044,P083,2025-09-20,5.0,No
L0901,E008,P051,2025-08-13,1.0,Yes
L0902,E014,P072,2025-07-09,9.0,No
L0903,E020,P042,2025-06-26,6.0,Yes
L0904,E014,P083,2025-06-17,10.0,No
L0905,E025,P036,2025-12-10,3.0,No
L0906,E001,P098,2025-02-24,6.0,No
L0907,E029,P092,2025-08-13,2.0,No
L0908,E028,P042,2025-02-16,1.0,Yes
L0909,E019,P088,2025-10-04,10.0,Yes
L0910,E008,P085,2025-01-30,2.0,Yes
L0911,E026,P061,2025-11-03,8.0,No
L0912,E007,P078,2025-10-26,4.0,Yes
L0913,E044,P005,2025-03-23,9.0,Yes
L0914,E008,P055,2025-01-03,3.0,No
L0915,E018,P054,2025-05-05,4.0,Yes
L0916,E043,P097,2025-01-02,3.0,Yes
L0917,E019,P041,2025-12-06,6.0,Yes
L0918,E038,P087,2025-07-18,4.0,No
L0919,E036,P085,2025-08-31,1.0,Yes
L0920,E015,P014,2025-10-23,3.0,No
L0921,E041,P052,2025-09-28,3.0,No
L0922,E027,P051,2025-07-02,1.0,No
L0923,E020,P007,2025-11-03,5.0,No
L0924,E024,P010,2025-04-14,6.0,Yes
L0925,E039,P031,2025-01-01,4.0,Yes
L0926,E049,P033,2025-05-26,5.0,Yes
L0927,E002,P078,2025-04-16,1.0,Yes
L0928,E021,P006,2025-11-28,1.0,No
L0929,E016,P064,2025-04-22,1.0,No
L0930,E027,P018,2025-05-23,1.0,No
L0931,E050,P074,2025-12-15,5.0,Yes
L0932,E007,P053,2025-07-15,10.0,No
L0933,E007,P056,2025-11-28,5.0,Yes
L0934,E047,P026,2025-08-27,2.0,Yes
L0935,E011,P087,2025-10-12,10.0,No
L0936,E027,P006,2025-02-03,5.0,No
L0937,E005,P085,2025-11-04,3.0,No
L0938,E003,P017,2025-04-18,4.0,Yes
L0941,E036,P026,2025-10-14,6.0,Yes
L0942,E038,P065,2025-10-25,2.0,Yes
L0943,E049,P077,2025-11-25,1.0,Yes
L0944,E019,P006,2025-03-06,5.0,Yes
L0945,E015,P032,2025-07-23,3.0,Yes
L0946,E008,P054,2025-02-17,2.0,No
L0949,E030,P024,2025-03-03,7.0,Yes
L0950,E046,P019,2025-07-29,5.0,No
L0951,E033,P044,2025-10-10,7.0,No
L0952,E005,P036,2025-07-03,5.0,Yes
L0953,E024,P022,2025-01-24,7.0,Yes
L0954,E027,P031,2025-03-04,5.0,Yes
L0955,E026,P077,2025-09-09,1.0,Yes
L0956,E042,P002,2025-07-14,4.0,Yes
L0957,E019,P032,2025-10-08,7.0,No
L0958,E041,P097,2025-04-28,6.0,Yes
L0960,E006,P043,2025-09-29,9.0,Yes
L0961,E043,P019,2025-07-25,1.0,No
L0963,E020,P030,2025-01-05,2.0,No
L0964,E008,P057,2025-10-20,9.0,No
L0965,E029,P013,2025-12-05,6.0,No
L0966,E026,P060,2025-11-14,6.0,Yes
L0967,E047,P006,2025-01-14,9.0,Yes
L0968,E007,P043,2025-02-06,7.0,Yes
L0969,E026,P053,2025-11-30,9.0,No
L0970,E037,P050,2025-10-14,10.0,Yes
L0971,E043,P079,2025-10-29,7.0,No
L0972,E031,P067,2025-09-30,2.0,No
L0973,E003,P036,2025-09-19,10.0,Yes
L0974,E019,P006,2025-05-28,2.0,Yes
L0975,E029,P002,2025-05-19,6.0,No
L0976,E039,P057,2025-06-17,6.0,Yes
L0977,E037,P016,2025-02-25,9.0,Yes
L0979,E011,P041,2025-01-27,2.0,Yes
L0980,E041,P019,2025-07-20,4.0,No
L0981,E004,P093,2025-09-29,10.0,Yes
L0982,E050,P025,2025-12-04,8.0,No
L0983,E030,P094,2025-10-22,5.0,Yes
L0984,E026,P007,2025-09-08,10.0,No
L0985,E009,P027,2025-07-18,7.0,No
L0986,E037,P066,2025-07-30,9.0,Yes
L0987,E043,P003,2025-02-21,2.0,No
L0988,E008,P086,2025-03-02,9.0,Yes
L0989,E009,P087,2025-02-04,10.0,Yes
L0990,E011,P009,2025-05-12,4.0,Yes
L0991,E007,P022,2025-09-22,4.0,No
L0992,E016,P043,2025-10-23,8.0,Yes
L0993,E002,P047,2025-05-24,6.0,No
L0994,E044,P016,2025-07-04,3.0,Yes
L0995,E016,P055,2025-09-12,9.0,No
L0996,E014,P012,2025-10-19,1.0,No
L0998,E033,P063,2025-09-30,1.0,Yes
L0999,E046,P061,2025-07-13,10.0,Yes
L1000,E009,P075,2025-07-09,10.0,Yes
L1001,E048,P094,2025-10-28,8.0,Yes
L1002,E046,P020,2025-09-08,1.0,No
L1003,E026,P062,2025-08-14,4.0,Yes
L1004,E043,P096,2025-08-05,5.0,Yes
L1005,E013,P006,2025-11-02,6.0,Yes
L1007,E008,P034,2025-03-19,8.0,Yes
L1008,E024,P020,2025-01-20,4.0,No
L1009,E041,P045,2025-02-01,10.0,Yes
L1010,E005,P078,2025-01-14,6.0,No
L1011,E038,P019,2025-11-17,8.0,Yes
L1012,E021,P070,2025-11-26,4.0,Yes
L1013,E011,P093,2025-10-17,4.0,No
L1014,E021,P080,2025-10-13,5.0,Yes
L1015,E041,P012,2025-12-27,10.0,No
L1016,E033,P043,2025-03-27,8.0,Yes
L1017,E040,P071,2025-06-28,4.0,Yes
L1018,E003,P098,2025-10-14,3.0,No
L1019,E048,P074,2025-05-11,4.0,Yes
L1020,E019,P015,2025-08-27,3.0,No
L1022,E007,P091,2025-05-05,6.0,Yes
L1024,E020,P011,2025-11-09,10.0,Yes
L1025,E035,P062,2025-05-26,7.0,No
L1026,E027,P014,2025-08-17,1.0,Yes
L1028,E018,P068,2025-08-30,1.0,Yes
L1029,E036,P033,2025-10-07,2.0,Yes
L1030,E023,P001,2025-05-17,10.0,No
L1031,E016,P012,2025-05-12,9.0,No
L1032,E044,P001,2025-07-04,4.0,Yes
L1033,E033,P048,2025-12-02,2.0,No
L1034,E040,P041,2025-04-30,4.0,No
L1035,E038,P061,2025-01-09,6.0,Yes
L1036,E007,P051,2025-05-11,8.0,No
L1037,E008,P043,2025-09-20,4.0,No
L1038,E009,P057,2025-12-20,7.0,No
L1039,E020,P056,2025-07-07,9.0,No
L1040,E009,P085,2025-02-10,6.0,No
L1041,E035,P005,2025-05-02,4.0,No
L1042,E040,P066,2025-12-08,5.0,Yes
L1044,E042,P010,2025-05-23,8.0,No
L1045,E030,P057,2025-10-25,5.0,No
L1047,E039,P064,2025-01-10,4.0,Yes
L1048,E039,P014,2025-12-11,4.0,Yes
L1049,E014,P098,2025-05-28,8.0,Yes
L1050,E001,P005,2025-09-22,5.0,Yes
L1051,E032,P084,2025-08-14,6.0,No
L1052,E037,P056,2025-01-29,9.0,No
L1053,E001,P022,2025-08-11,3.0,No
L1054,E037,P100,2025-07-08,7.0,No
L1056,E026,P072,2025-02-02,4.0,No
L1057,E023,P055,2025-05-05,1.0,Yes
L1059,E027,P015,2025-08-08,2.0,No
L1060,E042,P057,2025-12-09,8.0,No
L1061,E008,P044,2025-10-30,4.0,No
L1063,E035,P061,2025-01-17,2.0,Yes
L1064,E046,P085,2025-11-03,9.0,No
L1065,E039,P007,2025-11-25,10.0,Yes
L1066,E046,P065,2025-03-09,8.0,Yes
L1067,E041,P020,2025-06-08,3.0,Yes
L1068,E035,P087,2025-01-23,3.0,Yes
L1069,E046,P032,2025-10-10,10.0,Yes
L1070,E038,P090,2025-11-15,3.0,Yes
L1071,E027,P074,2025-07-09,2.0,Yes
L1072,E002,P016,2025-08-01,1.0,No
L1074,E027,P060,2025-04-20,8.0,Yes
L1075,E042,P025,2025-11-09,5.0,Yes
L1076,E020,P068,2025-03-10,3.0,No
L1077,E008,P002,2025-08-08,7.0,Yes
L1079,E033,P100,2025-01-04,2.0,No
L1080,E048,P012,2025-08-24,6.0,No
L1081,E013,P088,2025-08-18,7.0,No
L1082,E006,P022,2025-06-18,8.0,Yes
L1083,E041,P022,2025-08-26,10.0,No
L1084,E048,P057,2025-10-27,2.0,Yes
L1085,E046,P073,2025-08-11,4.0,No
L1088,E025,P069,2026-01-01,9.0,No
L1089,E043,P040,2025-09-10,1.0,Yes
L1090,E038,P058,2025-01-04,5.0,Yes
L1091,E015,P001,2025-10-24,2.0,No
L1092,E031,P066,2025-05-27,4.0,No
L1093,E034,P056,2025-08-15,2.0,Yes
L1094,E030,P040,2025-01-29,7.0,Yes
L1095,E018,P007,2025-03-15,4.0,No
L1096,E014,P060,2025-09-11,4.0,Yes
L1097,E019,P094,2025-04-09,2.0,No
L1098,E034,P096,2025-11-02,10.0,No
L1099,E028,P052,2025-07-13,9.0,No
L1100,E043,P076,2025-06-07,2.0,No
L1101,E001,P083,2025-04-07,10.0,Yes
L1102,E030,P080,2025-04-21,6.0,No
L1103,E026,P032,2025-09-29,7.0,No
L1104,E028,P010,2025-08-27,8.0,Yes
L1105,E038,P068,2025-08-03,7.0,No
L1106,E043,P096,2025-06-03,4.0,No
L1107,E001,P085,2025-12-27,10.0,Yes
L1108,E016,P087,2025-07-25,3.0,No
L1110,E008,P100,2025-08-31,6.0,Yes
L1113,E050,P052,2025-04-01,5.0,No
L1114,E028,P043,2025-04-06,3.0,Yes
L1115,E040,P059,2025-06-23,6.0,No
L1116,E009,P025,2025-02-08,2.0,Yes
L1117,E009,P096,2025-05-22,5.0,No
L1118,E016,P055,2025-01-15,6.0,No
L1119,E030,P012,2025-05-22,8.0,Yes
L1120,E038,P055,2025-03-15,7.0,Yes
L1121,E037,P056,2025-02-28,6.0,No
L1122,E031,P030,2025-03-01,1.0,No
L1123,E042,P011,2025-07-16,3.0,No
L1124,E042,P076,2025-08-07,8.0,No
L1125,E049,P047,2025-09-28,1.0,Yes
L1126,E019,P097,2025-01-26,2.0,Yes
L1127,E014,P010,2025-12-20,1.0,No
L1129,E016,P067,2025-02-23,8.0,No
L1130,E009,P032,2025-01-24,4.0,No
L1131,E016,P086,2025-12-29,7.0,Yes
L1132,E047,P031,2025-08-17,1.0,Yes
L1133,E040,P047,2025-12-09,6.0,No
L1134,E032,P026,2025-01-05,3.0,No
L1135,E005,P020,2025-06-14,1.0,No
L1136,E030,P022,2025-07-12,10.0,No
L1138,E009,P056,2025-03-04,6.0,No
L1139,E008,P099,2025-07-23,4.0,No
L1140,E032,P037,2025-12-20,8.0,Yes
L1141,E015,P051,2025-05-18,5.0,Yes
L1142,E034,P045,2025-02-10,1.0,No
L1143,E001,P083,2025-03-25,6.0,Yes
L1144,E036,P002,2025-09-27,8.0,No
L1145,E023,P085,2025-06-23,8.0,Yes
L1146,E003,P033,2025-11-29,1.0,Yes
L1147,E047,P012,2025-06-28,3.0,No
L1148,E016,P036,2025-09-22,9.0,No
L1149,E007,P008,2025-02-16,3.0,No
L1150,E008,P074,2025-10-25,10.0,No
L1151,E007,P051,2025-06-25,7.0,Yes
L1152,E046,P007,2025-09-26,9.0,Yes
L1153,E024,P011,2025-01-31,5.0,No
L1154,E015,P058,2025-09-18,10.0,Yes
L1155,E025,P094,2025-04-13,6.0,Yes
L1157,E035,P017,2025-11-14,1.0,No
L1158,E025,P007,2025-12-16,5.0,No
L1159,E037,P065,2025-10-15,9.0,Yes
L1160,E047,P054,2025-04-06,10.0,Yes
L1161,E032,P090,2025-02-11,4.0,Yes
L1162,E021,P065,2025-10-01,5.0,No
L1163,E035,P018,2025-10-14,2.0,No
L1164,E024,P066,2025-01-24,4.0,No
L1165,E038,P047,2025-04-28,4.0,Yes
L1166,E011,P062,2025-03-02,5.0,No
L1167,E043,P004,2025-09-08,7.0,Yes
L1168,E021,P056,2025-11-29,1.0,Yes
L1169,E050,P030,2025-11-13,3.0,No
L1170,E036,P089,2025-04-28,4.0,No
L1171,E023,P096,2025-11-09,10.0,Yes
L1173,E029,P033,2025-02-08,5.0,Yes
L1174,E039,P085,2025-03-04,9.0,No
L1175,E027,P074,2025-02-11,6.0,Yes
L1176,E047,P066,2025-10-14,4.0,Yes
L1177,E004,P099,2025-01-31,8.0,No
L1179,E047,P015,2025-10-07,5.0,Yes
L1180,E031,P082,2025-03-22,1.0,Yes
L1181,E042,P045,2025-04-22,2.0,No
L1182,E015,P073,2025-10-15,2.0,No
L1183,E034,P032,2025-02-26,10.0,Yes
L1184,E044,P070,2025-03-02,1.0,No
L1185,E026,P062,2025-08-31,2.0,Yes
L1186,E014,P034,2025-09-24,8.0,Yes
L1187,E037,P045,2025-04-23,7.0,No
L1188,E045,P082,2025-08-19,6.0,Yes
L1189,E042,P030,2025-07-15,2.0,No
L1190,E040,P076,2025-10-20,3.0,Yes
L1191,E039,P083,2025-09-30,7.0,Yes
L1192,E025,P024,2025-05-19,2.0,Yes
L1193,E041,P057,2025-04-13,8.0,Yes
L1194,E003,P056,2025-10-02,7.0,No
L1195,E005,P017,2025-07-01,1.0,Yes
L1196,E021,P003,2025-12-09,4.0,No
L1197,E023,P025,2025-10-19,9.0,Yes
L1198,E011,P024,2025-01-27,4.0,Yes
L1200,E026,P022,2025-08-10,9.0,No
L1201,E041,P099,2025-12-09,5.0,Yes
L1202,E018,P066,2025-12-11,6.0,No
L1203,E018,P041,2025-09-19,8.0,No
L1204,E049,P088,2025-09-23,7.0,No
L1205,E050,P019,2025-07-05,2.0,Yes
L1206,E004,P093,2025-08-19,10.0,Yes
L1208,E020,P085,2025-02-21,1.0,No
L1209,E002,P061,2025-04-19,10.0,No
L1210,E046,P030,2025-07-05,1.0,No
L1211,E007,P059,2025-11-29,4.0,Yes
L1212,E015,P051,2025-01-01,1.0,Yes
L1213,E043,P005,2025-04-15,6.0,No
L1214,E025,P055,2025-03-30,4.0,Yes
L1215,E029,P054,2025-03-26,6.0,No
L1216,E014,P027,2025-03-02,7.0,No
L1217,E008,P050,2025-07-21,9.0,Yes
L1218,E049,P013,2025-12-23,5.0,No
L1219,E031,P010,2025-03-22,9.0,Yes
L1220,E042,P014,2025-08-16,8.0,No
L1221,E008,P024,2025-02-28,5.0,No
L1222,E006,P079,2025-07-23,10.0,No
L1223,E037,P048,2025-01-02,2.0,No
L1224,E006,P020,2025-10-19,4.0,No
L1225,E046,P094,2025-12-18,6.0,No
L1226,E039,P006,2025-11-14,10.0,Yes
L1227,E035,P086,2025-02-21,1.0,Yes
L1228,E045,P028,2025-03-01,5.0,No
L1229,E050,P018,2025-06-27,6.0,Yes
L1230,E026,P085,2025-02-21,4.0,No
L1231,E050,P093,2025-03-28,9.0,Yes
L1232,E046,P069,2025-03-22,9.0,Yes
L1233,E043,P063,2025-07-19,3.0,Yes
L1234,E031,P084,2025-02-01,7.0,No
L1235,E047,P067,2025-10-15,4.0,Yes
L1236,E002,P058,2025-12-27,5.0,No
L1237,E013,P008,2025-04-14,3.0,Yes
L1238,E027,P040,2025-04-09,10.0,No
L1239,E035,P026,2025-04-02,1.0,Yes
L1240,E024,P086,2025-01-26,8.0,No
L1241,E039,P050,2025-10-29,3.0,No
L1243,E019,P046,2025-08-25,10.0,Yes
L1244,E040,P034,2025-09-21,1.0,No
L1245,E006,P027,2025-04-05,9.0,Yes
L1246,E016,P008,2025-11-06,4.0,Yes
L1247,E003,P040,2025-01-16,8.0,No
L1248,E031,P037,2025-01-02,9.0,Yes
L1249,E043,P081,2025-06-27,7.0,No
L1250,E018,P014,2025-06-02,7.0,No
L1251,E019,P009,2025-12-25,3.0,No
L1252,E023,P085,2025-10-19,1.0,Yes
L1254,E039,P088,2025-02-27,9.0,No
L1255,E031,P091,2025-12-09,9.0,Yes
L1257,E043,P069,2025-06-10,10.0,Yes
L1259,E043,P006,2025-09-21,8.0,No
L1260,E034,P047,2025-05-29,9.0,Yes
L1261,E034,P051,2025-06-27,8.0,No
L1262,E036,P014,2025-11-03,3.0,No
L1263,E032,P035,2025-03-31,10.0,Yes
L1264,E001,P093,2025-07-16,3.0,No
L1265,E021,P005,2025-06-17,5.0,No
L1266,E049,P026,2025-04-02,8.0,No
L1267,E016,P008,2025-07-03,8.0,Yes
L1268,E015,P083,2025-01-24,9.0,Yes
L1272,E021,P083,2025-01-09,2.0,No
L1273,E003,P050,2025-05-31,4.0,No
L1274,E043,P025,2025-09-27,1.0,No
L1275,E044,P010,2025-10-06,4.0,No
L1276,E026,P004,2025-11-23,2.0,No
L1277,E037,P015,2025-03-29,4.0,No
L1278,E030,P063,2025-06-05,1.0,Yes
L1279,E013,P084,2025-03-09,10.0,No
L1280,E004,P026,2025-07-27,9.0,No
L1281,E015,P063,2025-03-08,7.0,No
L1282,E039,P082,2025-04-29,8.0,Yes
L1283,E006,P046,2025-04-26,6.0,No
L1284,E048,P095,2025-06-29,5.0,Yes
L1285,E031,P065,2025-08-28,9.0,No
L1286,E036,P010,2025-04-24,8.0,No
L1288,E002,P093,2025-03-16,7.0,No
L1289,E042,P016,2025-07-04,5.0,Yes
L1290,E031,P066,2025-02-02,8.0,Yes
L1291,E047,P100,2025-07-10,3.0,No
L1293,E026,P008,2025-08-21,3.0,Yes
L1294,E031,P035,2025-01-15,1.0,Yes
L1295,E030,P055,2025-06-29,7.0,Yes
L1296,E014,P038,2025-01-07,7.0,Yes
L1297,E004,P009,2025-11-28,1.0,Yes
L1298,E019,P074,2025-04-06,6.0,Yes
L1299,E011,P086,2025-12-09,3.0,Yes
L1300,E011,P093,2025-11-12,6.0,Yes
L1301,E044,P076,2025-03-21,9.0,Yes
L1302,E032,P091,2025-07-11,5.0,No
L1303,E033,P052,2025-05-18,8.0,Yes
L1304,E043,P019,2025-08-08,7.0,No
L1305,E024,P021,2025-11-02,5.0,Yes
L1306,E045,P089,2025-11-06,6.0,No
L1307,E048,P034,2025-05-04,6.0,No
L1308,E026,P057,2025-01-11,2.0,No
L1309,E042,P013,2025-12-19,3.0,Yes
L1310,E024,P065,2025-03-12,1.0,Yes
L1311,E029,P047,2025-03-12,9.0,Yes
L1312,E007,P021,2025-06-12,2.0,No
L1314,E029,P008,2025-01-05,2.0,No
L1315,E014,P033,2025-11-30,7.0,Yes
L1316,E042,P015,2025-12-02,6.0,No
L1317,E019,P017,2025-11-06,7.0,No
L1318,E046,P046,2025-11-20,3.0,No
L1319,E037,P057,2025-11-01,4.0,No
L1320,E013,P013,2025-10-09,10.0,Yes
